PH level (0-14),Hardness (mg/L),Dissolved Oxygen (mg/L),Biological Oxygen Demand (mg/L),Heavy Metals (mg/L),Nitrates (mg/L),Phosphates (mg/L),Turbidity (NTU),Conductivity (µ/cm),Water Type Probability
8.38,145.22,9.38,18.27,0.0155,8.05,2.17,60.32,1404.58,Inorganic
8.71,65.7,9.51,4,0.0219,26.01,1.76,80.06,346.48,Organic
5.71,349.78,5.03,29.56,0.0454,33.72,2.92,41.87,591.56,Inorganic
7.78,328.12,8.17,12.52,0.4976,3.16,3.56,64.18,1035.19,Inorganic
8.18,106.85,3.33,6.84,0.3296,32.74,1.03,71.42,536.41,Inorganic
7.02,70.72,12.77,20.62,0.099,18.02,2.93,57.99,1641.59,Inorganic
6.75,391.59,12.85,17.38,0.185,30.33,2.79,19.03,1161.26,Organic
5.73,114.86,4.16,21.31,0.1305,39.25,4.11,41.81,1160.33,Inorganic
6.62,353.45,3.87,6.52,0.4632,48.48,4.01,63.98,877.73,Organic
5.99,429.8,4.53,19.76,0.1402,2.1,1.34,69.83,1236.61,Inorganic
6.46,448.55,2.01,10.32,0.3666,22.83,4.06,2.67,1981.73,Inorganic
7.03,369.41,5.97,3.45,0.0321,17.77,1.97,17,1828.41,Organic
5.67,369.65,11.84,1.8,0.0875,21.9,1.09,46.64,1191.66,Organic
8.58,93.86,12.08,27.79,0.3496,6.07,4.22,38.06,604.69,Inorganic
5.56,478.25,12.11,13.54,0.0453,42.96,4.27,60.04,1684.55,Organic
8.09,325.2,4.3,12.7,0.2159,11.15,1.02,66.66,129.21,Inorganic
8.73,392.76,12.97,21.76,0.4061,49.97,3.77,82.11,1650.74,Organic
6.98,282.06,5.17,11.22,0.2612,35.14,2.45,43.63,1286.69,Organic
8.48,335.89,3.88,2.27,0.3723,24.8,4.4,98.98,1814.14,Inorganic
6.58,100.89,10.09,17.26,0.3465,14.92,1.27,23.85,263.83,Inorganic
6.31,373.13,6.04,21.99,0.0375,43.27,4.73,40.19,74.49,Inorganic
8.67,55.6,2.11,18.97,0.4469,25.4,0.37,64.24,121.71,Inorganic
7.36,167.7,10.78,20.9,0.2691,29.22,0.83,63.45,1931.13,Inorganic
6.64,383.72,7.61,10.67,0.0489,11.5,3.69,52.09,479.61,Inorganic
8.34,176.13,10.07,15.25,0.0705,24.24,2.24,86.26,1661.28,Inorganic
8.31,51.3,6.32,29.98,0.1529,36,1.63,18.4,234.79,Inorganic
8.66,307.7,3.05,22.71,0.196,11.95,2.8,47.08,1545.67,Inorganic
6.54,94.55,8.4,25.52,0.3527,12.63,0.65,95.23,1022.66,Inorganic
7.7,402.1,2.34,24.31,0.0392,10.11,0.01,84.93,378.14,Inorganic
5.84,330.49,7.86,22.98,0.2429,8.11,0.2,7.92,524.95,Inorganic
6.23,178.75,7.25,7.75,0.3688,12.85,1.34,59.76,650.23,Inorganic
6.25,91.66,11.69,7.63,0.0839,21.31,1.86,21.75,1892.54,Organic
6.48,373.47,7.75,13.94,0.1313,36.87,1.32,58.36,1808.91,Organic
6.4,305.34,3.79,11.27,0.304,49.61,0.56,20.4,847.58,Organic
6.55,284.94,6.76,19.26,0.384,22.99,1.53,93.19,371.42,Inorganic
8.82,480.88,8.94,2.12,0.4098,19.35,1.91,57.46,499.74,Organic
7.42,174.04,4.59,11.58,0.0025,21.05,1.19,33.61,1254.52,Inorganic
7.43,272.3,9.24,5.14,0.1544,21.08,0.81,40.76,1811.16,Organic
7.24,325.66,11.26,19.64,0.0398,41.26,0.11,78.08,1423.3,Inorganic
6.48,444.54,8.83,25.17,0.3218,2.06,0.18,87.82,750.3,Inorganic
6.72,234.8,9.26,18.06,0.4906,27.62,2.53,75.67,1110.5,Inorganic
5.68,436.41,11.71,28.95,0.0399,19.94,3.23,51.81,537.04,Inorganic
8.57,115.95,2.84,28.24,0.3306,22.37,2.15,14.02,582.35,Inorganic
5.67,319.35,11.37,25.01,0.3692,23.63,1,10.3,860.18,Inorganic
5.65,373.42,3.38,29.93,0.1714,26.16,4.22,12.38,1122.16,Inorganic
6.53,312.63,5.64,4.14,0.1174,38.85,4.3,67.16,1429.73,Organic
6.34,346.15,3.5,11.67,0.1361,3.91,1.81,4.52,808.03,Inorganic
6.9,254.77,7,27.02,0.3781,11.02,0.16,42.06,258.06,Inorganic
6.43,303.17,4.74,7.82,0.0085,33.42,1.02,81.52,1280.21,Organic
7.89,413.7,7.25,8.57,0.1966,38.36,4.72,75.17,1479.87,Organic
7.75,451.31,4.5,17.83,0.0297,27.39,3.96,83.26,1924.79,Inorganic
6.22,366.65,13.98,5.42,0.4917,24.64,0.1,6.68,830.55,Organic
6.24,297.03,13.42,27.59,0.3522,10.14,1.54,57.27,1848.22,Inorganic
6.29,409.11,5.3,29.66,0.0079,33.23,3.92,34.62,460.23,Inorganic
7.98,299.74,9.83,26.37,0.0561,21.92,3.25,18.08,307.76,Inorganic
7.87,81.52,6.5,8.44,0.124,19.17,2.68,74.24,1819.9,Inorganic
7.29,329.91,7.33,14.74,0.3649,25.1,2.46,7.49,522.32,Inorganic
6.79,333.57,9.68,19.96,0.0799,15.53,0.15,56.23,188.94,Inorganic
7.26,351.36,4.08,17.38,0.2828,17.26,4.05,11.61,386.74,Inorganic
6.91,267.25,8.83,8.84,0.1108,27.83,2.17,25.39,1590.26,Organic
5.68,100.5,6.1,27.1,0.3367,38.66,1.76,65.57,477.94,Inorganic
5.7,83.36,10.93,8.71,0.0177,41.98,3.37,58.99,253.94,Organic
8.19,384.44,10.86,8.89,0.3783,5.96,2.25,46.42,1658.56,Inorganic
8.77,254.42,7.78,16.37,0.3668,32.37,2.41,95.76,1143.03,Inorganic
7.08,418.7,11.91,14.67,0.4246,30.15,3.86,21.66,205.35,Organic
8.9,261.55,4.47,11.51,0.0327,23.3,3.43,44.96,1664.54,Inorganic
8.64,397.9,10.6,2.38,0.297,40.07,1.34,63.14,1165.29,Organic
8.55,423.52,13.97,13.67,0.1461,23.22,0.05,43.63,84.39,Organic
7.28,305.59,7.06,21.42,0.1501,10.17,1.98,15.51,1566.14,Inorganic
6.68,69.16,13.9,20.66,0.2025,28.92,2.76,79.49,481.99,Inorganic
8.39,465.37,5.74,15.18,0.0522,37,4.35,87.65,1373.21,Inorganic
8.65,66.94,9.74,15.68,0.3754,16.07,1.82,9.59,1411.37,Inorganic
6.18,92.63,10.82,3.24,0.4301,20.68,0.86,70.93,1665.39,Organic
8.35,358,2.79,17.28,0.4006,8.94,2,21.64,848.43,Inorganic
5.71,360.66,12.31,29.68,0.2479,41.53,0.73,52.86,1900.34,Inorganic
6.71,253.47,8.66,23.02,0.3208,45.23,4.03,76.84,1829.47,Inorganic
6.5,151.89,2.06,20.39,0.0813,16.05,1.86,29.66,1442.18,Inorganic
7.88,393.14,6.97,13.43,0.4251,33.99,1.12,3.78,1061.74,Organic
8.59,216.24,5.25,14.74,0.3998,39.62,4.89,10.76,342.95,Organic
5.94,403.85,11.1,12.43,0.0473,34.8,1.32,90.5,791.83,Organic
6.85,467.73,6.52,6.68,0.062,14.21,1.31,65.75,85.5,Inorganic
6.41,203.6,4.46,1.28,0.3269,24.58,4.18,26.53,1702.09,Organic
8.12,495.65,8.1,4.64,0.0093,44.27,0.19,88.11,1704.89,Organic
7.92,161.87,5.71,10.44,0.1206,34.04,0.33,61.65,585.17,Organic
7.43,417.92,11.36,1.75,0.3605,4.73,0.13,53.58,1727.83,Inorganic
7.26,480.78,5.35,17.08,0.1203,24.67,3.14,12.89,124.94,Inorganic
6.16,96.72,11.35,7.71,0.3285,25.24,2.64,90.71,1141.15,Organic
8.74,127.09,6.69,14.69,0.3584,15.12,1.54,32.55,1288.58,Inorganic
5.73,315.24,11.91,7.11,0.1707,4.08,4.57,52.9,800.33,Inorganic
7.09,207.94,5.22,13.25,0.2582,0.56,2.8,98.32,1358.99,Inorganic
6.36,105.79,7.81,17.08,0.0936,4.4,3.21,42.3,1580.4,Inorganic
6.66,192.41,5.36,3.52,0.4137,37.25,2.72,57.38,1796.18,Organic
6.63,398.16,8.03,3.86,0.2141,11.39,4.57,35.65,87.7,Organic
7.52,198.75,9.64,22.15,0.4463,44.68,4.98,15.87,540.41,Organic
8.97,490.65,6.92,20.21,0.2411,2.82,1.64,87.75,841.19,Inorganic
7.39,205.23,5.9,10.65,0.0344,49.77,2.79,26.71,1906.52,Organic
7.82,171.24,7.62,15.11,0.3964,39.15,3.2,8.91,1515.82,Organic
8.01,106.84,3.04,5.11,0.4019,49.95,3.46,92.03,287.74,Organic
5.98,315.75,9.87,4.86,0.1817,9.52,2.1,80.61,1713.63,Inorganic
8.86,372.41,9.89,5.34,0.2522,27.93,4.86,56.9,1844.64,Organic
6.2,273.68,3.95,22.73,0.4807,16.09,4.11,65.82,474.47,Inorganic
6.62,90.72,13.18,23.95,0.146,22.52,3.67,79.88,356.32,Inorganic
8.25,174.79,11.43,15.05,0.3524,48.86,2.54,20.82,1511.62,Organic
6.01,463.94,4.4,11.98,0.0767,27.77,2.71,17.51,148.35,Organic
5.99,368.69,10.04,6.22,0.2622,15.03,0.15,62.35,636.32,Inorganic
7.51,480.99,13.6,14.64,0.1276,27.78,3.21,21.79,1686.05,Organic
5.59,211.76,2.55,29.41,0.2848,0.35,3.19,39.01,1238.29,Inorganic
7.17,86.72,6.43,4.79,0.3955,46.35,2.72,61.7,958.96,Organic
6.46,353.43,9.25,6.86,0.3382,5.76,3.66,57.44,941.21,Inorganic
8.03,72.29,3.99,1.06,0.301,10.14,0.33,85.13,739.23,Inorganic
7.05,154.75,4.56,4.46,0.3418,29.74,4.79,6.85,1762.31,Organic
8.45,437.04,5.45,27.94,0.0506,29.52,0.75,76.98,683.86,Inorganic
5.78,63.28,4.97,12.73,0.0644,25.4,3.65,35.76,1940.24,Inorganic
8.09,357.85,11.24,11.66,0.3348,44.04,2.33,26.32,1938.25,Organic
5.76,368.63,9.36,1.97,0.036,20.03,4.98,38.76,308.68,Organic
5.64,441.93,11.83,14.9,0.2987,13.26,0.3,95.25,869.03,Inorganic
5.8,407.04,3.41,29,0.3306,39.48,0.82,78.58,1684.51,Inorganic
8.58,164.83,2.66,15.3,0.4186,13.8,3.23,81.1,853.13,Inorganic
5.67,348.89,5.84,8.75,0.4037,27.28,0.94,46.4,114.38,Inorganic
8.98,475.78,9.98,21.6,0.4718,22.45,3.76,25.87,1273.47,Inorganic
6.21,63.13,5.6,21.37,0.1811,13.55,1.63,75.67,1071.46,Inorganic
8.74,441.52,2.08,26.06,0.3229,3.08,1.32,10.6,309.8,Inorganic
8.65,83.63,9.1,28.43,0.1032,24.96,3.69,90.77,114.45,Inorganic
6.86,346.99,7.8,23.24,0.2785,14.01,2.2,17.09,147.97,Inorganic
6.4,334.57,10.37,6.35,0.3943,48.32,2.83,34.93,576.84,Organic
5.72,144.04,13.71,7.34,0.299,47.07,0.96,96.71,1379.99,Organic
7.52,423.62,7.52,7.28,0.2541,44.72,0.33,85.22,555.2,Organic
6.5,190.49,4.19,5.03,0.4018,11.77,2,17.84,1257.64,Inorganic
8.51,373.44,4.25,7.43,0.0964,49.28,0.09,32.64,1348.24,Organic
8.18,171.46,8.47,5.07,0.023,10.63,4.02,33.6,739.81,Organic
6.11,84.44,7.53,18.74,0.109,38,3.46,30.9,330.82,Organic
7.31,457.24,5.07,7.48,0.0613,37.62,0.11,57.3,727.58,Organic
7.35,363.35,13.43,25.11,0.4755,35.06,3.87,47.47,1827.22,Inorganic
6.2,487.68,10.66,17.69,0.1334,42.78,2.83,96.6,1049.86,Inorganic
6.59,345.46,12.39,22.45,0.1334,42.67,3.79,60.78,1546.17,Organic
7.99,391.27,8.09,25.6,0.2989,17.38,1.46,24.85,552.04,Inorganic
6.15,236.73,11.41,24.11,0.256,0.24,1.34,39.98,186.42,Inorganic
6.22,423.58,11.9,14.51,0.1258,19.93,1.27,76.67,1791.11,Inorganic
6.32,477.87,3.69,8.87,0.0789,40.42,4.93,58.33,1853.22,Organic
7.86,92.27,4.55,7.36,0.2134,14.18,4.18,93.16,1272.44,Inorganic
7.61,479.68,13.84,6.78,0.2439,22.43,3.12,89.79,1791.64,Organic
7.88,270.48,5.29,12.93,0.1218,18.49,4.84,42.36,1918.66,Inorganic
6.49,141.75,10.59,22.27,0.2354,27.99,0.46,72.38,853.67,Inorganic
8.85,379.94,5.48,21.23,0.1663,41.78,3.34,41.13,149.59,Inorganic
7.35,496.2,10.52,27.94,0.276,49.74,0.22,94.03,1679.89,Inorganic
7.73,163.24,10.48,14.56,0.1037,43.19,4.11,1.87,1388.05,Organic
6.07,299.82,13.13,4.26,0.201,47.11,3.46,27.08,114.5,Organic
8.11,102.39,5.09,2.53,0.28,47.02,0.88,50.56,212.39,Organic
7.39,89.09,8.45,5.19,0.0333,0.85,4.51,94.55,257.44,Inorganic
5.71,239.07,10.26,8.2,0.3768,30.31,2.74,53.22,1302.15,Organic
8.78,431.99,9.74,5.31,0.0577,23.01,4.8,45.22,962.61,Organic
8.44,373.04,4.87,3.99,0.2786,1.28,4.84,46.59,1589.83,Inorganic
7.89,51.85,5.79,11.42,0.1134,29.59,4.68,85.3,712.57,Inorganic
6.94,160.95,7.33,11.71,0.0328,10.08,3,9.75,434.42,Inorganic
8.63,150.52,5.34,6.64,0.1566,32.97,4.07,82.69,1484.44,Organic
8.32,248.66,7.68,27.42,0.2004,32.29,2.27,62.28,1092.39,Inorganic
8.73,116.55,9,20.81,0.0898,47.92,0.44,89.5,1697.49,Inorganic
6.61,256.78,3.11,22.61,0.2933,6.06,2.39,77.25,1173.54,Inorganic
8.22,440.85,2.39,23.74,0.3224,49.03,1.37,63.62,1910.26,Inorganic
7.07,482.11,4.63,10.83,0.0701,33.51,2.07,26.59,634.17,Organic
6.6,362.64,3.53,9.91,0.4946,35.75,1.72,11.5,1563.46,Organic
8.57,228.49,13.71,11.75,0.1094,8.49,0.28,72.72,1341.33,Inorganic
7.75,79.94,6.33,23.73,0.0353,11.36,3.37,87.64,1179.07,Inorganic
7.18,272.83,13.23,16.47,0.1699,7.22,0.58,86.56,159.47,Inorganic
8.75,79.29,6.99,28.16,0.076,21.32,3.22,43.02,1861.01,Inorganic
7.96,375.81,3.08,23.05,0.1776,8.13,2.64,57.33,1750.06,Inorganic
7.05,388.99,5.36,8.72,0.0291,35.98,2.36,89.7,68.78,Organic
7.96,262.53,6.4,7.89,0.0684,49.08,0.2,50.46,642.65,Organic
6.56,441.3,7.07,2.47,0.4814,2.86,1.06,85.35,1272.91,Inorganic
7.23,237.62,3.89,16.61,0.1571,8.24,3.32,47.49,1607.44,Inorganic
8.65,308.12,13.54,17.39,0.4546,30.12,2.59,67.88,1025.85,Inorganic
6.21,393.77,3.8,27.23,0.1372,20.49,0.38,58.03,461.45,Inorganic
5.68,493.52,8.2,24.88,0.3539,37.56,3.76,88.25,403.12,Inorganic
6.08,409.02,3.86,2.57,0.1254,3.17,3.09,10.48,299.79,Inorganic
5.56,180.51,5.69,25.32,0.1905,9.64,0.07,3.81,552.4,Inorganic
8.93,172.07,3.82,8.01,0.2661,45.55,2.19,94.14,1651.11,Organic
6.25,255.68,13.83,27.38,0.0014,9.23,4.56,12.19,757.37,Inorganic
6.77,241.99,9.32,16.7,0.0115,49.16,4.04,9.27,945.85,Organic
6.57,226.01,10.97,1.81,0.3475,36.27,1.62,6.86,983.04,Organic
8.55,227.85,11.24,7.73,0.2766,13.88,4.43,79.94,1501.05,Inorganic
5.72,259.39,9.03,29.22,0.4604,14.49,1.35,3.63,539.18,Inorganic
5.56,452.53,11.58,25.62,0.2666,21.65,4.62,65.01,423.84,Inorganic
6.28,433.67,9.31,28.45,0.172,42.28,1.21,63.2,1753.51,Inorganic
6.24,240.96,2.05,13.14,0.408,45.71,2.47,82.4,1306.48,Inorganic
7.05,190.65,8.56,22.86,0.4418,18.19,1.72,38.2,941.35,Inorganic
7.69,65.25,5.26,29.04,0.3281,21.37,3.45,88.7,897.67,Inorganic
5.74,177.59,12.79,20.51,0.4569,0.55,2.6,46.51,403.66,Inorganic
7.79,217.99,5.09,23.48,0.1264,42.73,0.06,72.65,302.55,Inorganic
6.12,265.26,6.66,9.27,0.0074,10.75,0.39,56.32,83.53,Inorganic
6.6,183.93,6.85,20.94,0.1894,41.14,2.98,5.24,1722.07,Organic
6.35,393.26,7.16,18.12,0.0645,19.53,2.5,43.7,1008.83,Inorganic
8.15,156.69,10.67,16.34,0.255,0.17,2.13,31.99,1400.94,Inorganic
7.17,250.45,5.12,3.14,0.1267,14.59,4.52,92.84,788.48,Inorganic
6.99,174.92,10.49,13.73,0.3544,18.48,0.22,39.05,1922.53,Inorganic
8.76,304.81,7.95,16.58,0.0674,39.58,2.49,9.47,584.12,Organic
7.44,461.64,9.11,17.94,0.2199,42.81,2.22,20.21,1120.91,Organic
5.57,276.41,3.33,17.27,0.2358,12.48,2.47,19.07,1212.86,Inorganic
5.89,315.86,3.24,14.17,0.0458,19.36,0.06,57.96,826.86,Inorganic
7.16,271.65,11.76,9.33,0.2716,24.32,2.9,74.36,1919.85,Organic
8.69,91.3,5.01,27.16,0.4271,48.66,4.2,12.32,1543.81,Inorganic
7.62,395.68,10.25,4.83,0.349,20.35,2.31,78.43,342.49,Organic
7.69,397.51,13.86,6.64,0.0825,25.07,4.9,66.13,759.39,Organic
5.79,319.43,4.68,19.76,0.3725,21.29,0.89,33.4,227.71,Inorganic
7.47,343.41,8.63,2.04,0.4027,13.86,0.13,47.61,383.02,Inorganic
7.74,469.79,11.41,28.62,0.0198,13.23,1.9,81.89,1677.31,Inorganic
7.94,390.94,4.24,11.65,0.3292,25.16,2.49,6.54,1928.43,Inorganic
5.84,311.87,12.25,9.62,0.377,2.88,4.17,53.23,1249.34,Inorganic
5.71,303.9,13.2,29.43,0.2448,32.34,3.79,56.5,264.83,Inorganic
8.94,385.92,13.85,18.34,0.1456,42.15,3.61,60.81,1994.42,Organic
6.76,253.28,13.22,13.67,0.0996,12.9,0.91,15.19,634.14,Inorganic
8.48,270.89,6.92,29.94,0.1667,3.83,2.49,24.4,837.3,Inorganic
7.19,421.91,13.56,9.06,0.4824,11.75,1.26,51.77,1884.46,Inorganic
8.04,364.47,2.84,18.92,0.4089,46.44,4.01,63.62,1993.03,Inorganic
6.63,393.65,10.32,28.29,0.1217,33.49,0.29,1.59,345.06,Inorganic
6.11,74.19,7.32,23.51,0.33,32.55,4.75,86.74,1646.38,Inorganic
8.62,161.18,2.77,16.2,0.1014,37.65,1.1,7.28,294.14,Inorganic
7.92,246.81,3.94,19.47,0.4238,30.3,4.56,75.22,570.43,Inorganic
6.39,369.89,12.51,5.91,0.1558,43.51,3.73,42.32,1897.67,Organic
6.7,442.56,3.64,22.73,0.1547,5.18,3.13,67.11,1719.17,Inorganic
8.35,448.06,6.39,14.2,0.0502,9.28,0.94,28.43,978.3,Inorganic
7.5,465.1,5.25,8.03,0.066,24.4,4.11,72.1,660.34,Inorganic
8.72,389.75,3.53,16.36,0.3522,24.34,3.52,28.65,1863.48,Inorganic
6.68,331.3,4.17,4.77,0.4926,18.14,4.73,34.59,919.15,Inorganic
7.8,496.26,3.56,27.95,0.3817,2.47,0.61,23.23,1504.08,Inorganic
8.96,349.54,12.33,26.89,0.3765,23.94,1.46,77.4,1418.16,Inorganic
7.98,252.16,2.05,11.69,0.2427,33.86,4.92,2.7,327.46,Organic
7.42,93.37,10.57,22.68,0.4741,3.57,3.7,98.02,1391.87,Inorganic
7.34,83.36,2.53,10.54,0.0107,14.95,3.57,82.97,1717.78,Inorganic
5.73,417.85,5.37,8.28,0.2213,40.36,2.31,61.68,90.33,Organic
8.77,384.15,11.04,3.56,0.218,38.94,1.48,82.15,1031.46,Organic
7.17,55.6,4.46,27.45,0.3785,20.16,0.8,26.43,1094.71,Inorganic
7.82,499.73,3.2,7.76,0.3823,26.5,3.8,9.42,730.35,Organic
6.09,96.13,11.78,1.1,0.3335,32.95,1.7,48.92,1492.86,Organic
5.94,209.73,8.17,12.27,0.1278,0.31,0.47,28.78,728.02,Inorganic
6.76,134.72,3.99,6.01,0.171,18.32,3.19,78.85,1157.8,Inorganic
7.98,392.8,2.7,4.33,0.4725,44.48,2.36,32.09,1859.74,Organic
8.91,87.02,11.69,16.47,0.1524,49.17,3.54,70.01,1147.23,Organic
8.96,334.82,4,17.68,0.0165,32.33,3.72,77.19,524.88,Inorganic
7.09,358.75,3.1,10.28,0.0621,39.14,1.95,12.72,1630.54,Organic
8.73,185.49,5.59,21.24,0.2144,7.85,0.64,71.79,658.46,Inorganic
6.51,56.24,8.31,11.65,0.1468,8.08,1.29,26.96,1667.26,Inorganic
6.18,105.77,6.66,6.66,0.4765,13.13,1.8,32.82,1371.1,Inorganic
5.79,364.6,6.43,29.55,0.2016,19.94,0.96,23.66,1061.39,Inorganic
7.87,265.85,11.61,29.73,0.4863,43.77,2.3,35.23,114.37,Inorganic
5.79,412.22,9.98,25.54,0.0483,2.98,4.82,59.97,374.75,Inorganic
7.91,260.96,12.33,20.03,0.3054,47.17,1.22,24.12,279.72,Organic
7.09,355.97,10.18,15.09,0.2766,48.44,0.55,52.47,697.45,Organic
7.81,187.99,8.96,22.37,0.4424,35.6,1.56,42.28,169.87,Inorganic
5.75,123.98,3.45,16.01,0.4445,11.28,2.38,41.79,833.34,Inorganic
8.01,155.8,13.74,14.19,0.1583,2.86,1.3,82.5,762.59,Inorganic
6.84,341.52,8.3,8.98,0.1518,29.4,0.12,42.64,652.95,Organic
6.35,299.07,11.68,23.12,0.2014,35.05,1.62,73.11,1235.02,Inorganic
5.99,286.02,4.58,16.89,0.3162,21.99,4.56,28.45,1684.25,Inorganic
7.64,297.78,4.4,9.2,0.0966,31.26,3.72,91.12,1573.53,Inorganic
7.9,118.57,10.52,4.78,0.0716,21.01,0.45,32.86,880.02,Organic
8.68,211.97,3.16,23.95,0.0466,49.74,4.17,42.47,1632.23,Inorganic
6.18,465.07,13.76,10.77,0.2458,23.09,0.33,86.59,940.34,Inorganic
6.46,239.89,4.6,2.45,0.3465,32.77,1.48,55.84,894.34,Organic
7.91,476.78,5.8,24.58,0.4818,3.11,4.93,45.1,381.83,Inorganic
7.37,479.43,9.12,9.46,0.2913,12.22,1.6,79.76,540.78,Inorganic
8.87,196.63,5.89,24.37,0.1459,44.19,0.88,86.25,1121.86,Inorganic
7.09,332.16,11.2,6.29,0.0034,21.13,2.01,54.89,485.63,Organic
7.79,484.28,9.29,5.75,0.1093,4.78,3.96,61.54,937.74,Inorganic
7.75,375.11,13.38,21.4,0.1598,7.22,4.55,35.93,212.27,Inorganic
7.98,486.26,11.25,20.06,0.3311,30.43,0.17,12.65,508.39,Inorganic
8.17,387.51,2.52,5.62,0.1096,43.85,1.01,58.5,509.85,Organic
6.77,289.61,4.96,11,0.2187,24.9,0.54,83.35,1914.2,Inorganic
7.17,281.98,2.76,2.56,0.0538,22.24,0.55,75.77,1553.41,Inorganic
6.4,445,3.11,1.74,0.1674,37.35,2.8,23.13,283.91,Organic
7.44,325.37,2.55,29.77,0.0929,38.79,1.8,19.29,1251.03,Inorganic
7.88,261.96,8.18,24.19,0.0375,7.41,4.89,13.39,365.72,Inorganic
5.85,199.32,5.23,9.44,0.1406,41.41,4.34,45.56,1438.9,Organic
6.05,232.81,13.2,20.8,0.2623,20.07,4.44,65.6,1182.23,Inorganic
8.74,392.36,9.09,4.66,0.4936,37.55,2.58,41.36,899.11,Organic
8.72,373.46,12.51,25.76,0.1731,34.64,4.35,88.76,534.25,Inorganic
7.99,195.78,12.88,18.9,0.498,21.31,3.47,26.73,527.09,Inorganic
7.6,492.67,7.47,16.88,0.0647,30.9,4.73,59.23,608.49,Inorganic
5.6,190.35,2.28,14.52,0.3768,7.79,3.42,0.58,1499.67,Inorganic
8.26,221.96,12.15,11.2,0.3442,47.89,3.46,32.73,489.55,Organic
7.22,255.8,6.74,5.3,0.4121,41.97,1.17,25.39,992.52,Organic
7.91,482.73,11.31,27.68,0.0788,43.8,4.14,53,669.27,Inorganic
8.57,458.72,12.75,23.53,0.2487,30.82,0.36,66.77,1160.02,Inorganic
6.06,372.86,3.04,26.13,0.3383,49.17,0.03,44.79,1559.42,Inorganic
5.76,124.9,13.74,6.23,0.4157,18.51,4.16,36.82,831.13,Organic
6.67,489.57,7.49,12.7,0.3172,47.96,0.53,89.04,571.4,Organic
8.38,302.29,8.58,10.83,0.1117,21.08,0.54,28.68,1404.18,Inorganic
7.73,323.98,13.84,26.04,0.4692,41.18,3.4,95.47,393.61,Inorganic
7.58,71.92,4.51,15.09,0.1047,12.82,2.54,88.11,765.98,Inorganic
8.51,490.08,6.67,22.12,0.0687,11.82,3.13,71.73,1821.78,Inorganic
7.84,419.37,7.18,13.33,0.1374,41.73,1.97,0.81,1176.22,Organic
8.15,461.5,2.38,19.64,0.036,28.2,2.74,99.52,489.83,Inorganic
7.83,381.76,8.32,28.18,0.1152,18.98,3.68,87.97,749.81,Inorganic
8.89,151.62,13.47,6.51,0.3339,4.39,2.93,47.72,1964.66,Inorganic
7.24,227.87,8.39,12.37,0.0629,32.45,4.57,90.13,1335.45,Inorganic
8.72,108.38,12.36,9.15,0.4383,2.98,2.12,70.56,1583.17,Inorganic
5.9,450.96,12.48,28.25,0.3563,7.02,3.24,20.36,675.51,Inorganic
7.94,373.45,7.04,5.35,0.2617,45.63,3.98,11.15,497.25,Organic
8.26,389,13.87,19.62,0.2652,3.97,2.27,92.04,748.61,Inorganic
7.66,129,3.44,1.23,0.3684,43.53,4.68,56.68,295.69,Organic
6.14,114.99,5.86,22.22,0.4298,4.64,2.89,55.71,1282.98,Inorganic
6.24,330.08,4.79,23.53,0.3343,34.16,0.64,99.33,507.66,Inorganic
5.52,105.37,8.83,11.99,0.4209,35.51,4.51,3.32,1373.61,Organic
8.03,498.32,6.96,3.5,0.108,2.31,3.47,79.93,270.17,Inorganic
7.57,309.26,6.63,13.57,0.4079,30.08,1.75,24.82,1661.49,Inorganic
6.89,415.19,11,8.24,0.4265,43.33,3.3,29.11,1215.44,Organic
6.61,319.52,6.24,27.99,0.0338,43.01,3.7,3.86,920.18,Inorganic
8.14,255.26,10.16,7.1,0.0496,13,4.5,23.59,1606.39,Organic
7.89,348.64,12,28.04,0.0503,16.13,0.27,74.95,475.78,Inorganic
8,466.92,7.33,29.42,0.2929,48.24,3.35,97.94,1316.64,Inorganic
8.87,132.7,13.31,10.7,0.2996,15.39,0.49,6.99,461.56,Organic
7.15,395.51,10.65,25.25,0.3175,48.88,3.5,70.75,710.21,Inorganic
6.37,207.59,3.9,13.78,0.0138,1.53,4.67,98.76,1732.03,Inorganic
6.3,59.41,10.76,14.23,0.36,5.46,3.03,13.88,1318.82,Inorganic
5.97,222.19,12.78,25.38,0.4146,46.67,2.91,24.71,1986.39,Organic
6.35,479.63,11.91,29,0.2842,20.66,0.76,74.26,331.98,Inorganic
7.72,95.79,7.67,20,0.1589,39.2,0.67,91.73,1576.16,Inorganic
5.97,354.9,13.73,12.62,0.0312,25.58,2.83,73.38,985.84,Organic
6.02,383.8,4.52,27.41,0.3306,21.39,2.53,70.17,1949.63,Inorganic
8.18,83.23,12.04,3.34,0.421,7.89,2.69,47.21,1647.02,Organic
6.93,253.99,9.73,10.12,0.2691,46.62,1.7,61.35,1312.7,Organic
8.16,189.78,12.06,14.09,0.4622,19.02,4.23,49.43,1918.46,Inorganic
5.79,328.14,5.59,5.97,0.1285,15.65,3.79,19.01,898.35,Organic
6.66,234.28,13.32,6.93,0.2024,12.95,3.78,11.68,305.38,Organic
6.29,329.29,13.67,16.36,0.4511,39.72,4.03,69.12,632.65,Organic
8.38,431.54,6,22.44,0.0295,9.71,1.93,99.38,68.31,Inorganic
5.62,258.18,5.03,9.29,0.0792,38.57,4.49,87.48,121.25,Organic
